(5.25000000000001, 5.22000000000001)
(5.65000000000001, 5.44000000000001)
(6.00000000000000, 5.41000000000001)
(6.18000000000001, 5.25000000000001)
(6.48000000000001, 5.59000000000001)
(6.99000000000001, 5.86000000000001)
(7.53000000000001, 5.93000000000001)
(8.20000000000001, 5.51000000000001)
(8.44000000000001, 4.81000000000000)
(8.45000000000001, 4.53000000000001)
(8.37000000000001, 4.22000000000000)
(8.70000000000001, 4.22000000000000)
(9.32000000000001, 3.92000000000000)
(9.55000000000001, 3.43000000000000)
(9.49000000000001, 2.90000000000000)
(9.16000000000001, 2.42000000000000)
(8.84000000000001, 2.22000000000000)
(8.31000000000001, 2.15000000000000)
(8.02000000000001, 2.25000000000000)
(8.00000000000000, 1.91000000000000)
(7.74000000000001, 1.59000000000000)
(7.47000000000001, 1.50000000000000)
(7.22000000000001, 1.54000000000000)
(6.93000000000001, 1.75000000000000)
(6.62000000000001, 1.25000000000000)
(6.31000000000001, 0.980000000000001)
(5.77000000000001, 0.730000000000001)
(5.19000000000001, 0.630000000000001)
(4.72000000000001, 0.670000000000001)
(4.32000000000000, 0.820000000000001)
(3.99000000000000, 1.17000000000000)
(3.77000000000000, 1.10000000000000)
(3.45000000000000, 1.14000000000000)
(3.21000000000000, 1.28000000000000)
(2.97000000000000, 1.59000000000000)
(2.45000000000000, 1.48000000000000)
(1.88000000000000, 1.50000000000000)
(1.45000000000000, 1.65000000000000)
(0.940000000000001, 1.94000000000000)
(0.580000000000001, 2.54000000000000)
(0.560000000000001, 3.15000000000000)
(0.740000000000001, 3.60000000000000)
(0.970000000000001, 3.89000000000000)
(1.20000000000000, 4.08000000000000)
(1.52000000000000, 4.19000000000000)
(1.83000000000000, 4.18000000000000)
(2.11000000000000, 4.09000000000000)
(2.20000000000000, 4.40000000000001)
(2.38000000000000, 4.63000000000001)
(2.57000000000000, 4.81000000000000)
(2.97000000000000, 4.96000000000001)
(3.28000000000000, 5.01000000000001)
(3.28000000000000, 5.32000000000001)
(3.48000000000000, 5.66000000000001)
(3.96000000000000, 5.99000000000001)
(4.29000000000000, 6.05000000000001)
(4.68000000000001, 5.99000000000001)
(4.91000000000001, 5.82000000000001)
(5.11000000000001, 5.53000000000001)
